sentence,tag
Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,0.225
Tesco says UK store closures put 2000 jobs at risk,-0.25
Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder,0.213
"Buffett talks wind energy, Coca-Cola at Berkshire meeting",0.089
TSB boss: Current account switching must be simpler,-0.083
Barclays CEO Staley Says Brexit Slump Caused by Profit Fears,-0.253
Retailers Kingfisher and Sports Direct rise in Britain's share index,0.467
Berkshire Shareholders Pepper Warren Buffett With Some Hard Questions,-0.161
"GLOBAL MARKETS-Stocks gain on Royal Dutch Shell bid, oil slumps",0.28400000000000003
EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,-0.013000000000000001
AstraZeneca says new lung cancer pill Tagrisso approved by EU,0.481
Two former Barclays traders face retrial over Libor,-0.743
MarketsBP promotes upstream boss to deputy CEO,0.066
"Glencore swings to loss, will sell more assets",-0.5650000000000001
Shell to buy BG Group in $69.7 billion takeover,0.25
Clydesdale Bank hit with record PPI fine for 'unacceptable' staff lies,-0.707
UK's FTSE climbs to record closing high as Standard Chartered surges,0.763
US judge rules that BP spill smaller than feared,0.018000000000000002
Royal Mail Revenue Flat As Letters Weakness Offsets Parcels Strength,0.0
"AB InBev launches SAB bid, to sell MillerCoors stake",0.053
ARM Royalties Accelerate as Smartphone Market Regains Strength,0.5710000000000001
Shell fined by Scottish court for 2011 North Sea oil spill,-0.6930000000000001
Glencore chief blames rivals' overproduction for share price fall,-0.301
"Ackman, in email, says supports Valeant CEO Pearson",0.166
GlaxoSmithKline's CEO Witty to bow out in March 2017,-0.12
Standard Life shuts Â£2.9bn property fund after investors rush to withdraw money post-Brexit,-0.706
Shire CEO steps up drive to get Baxalta board talking,0.124
FTSE slide halted by BP's Â£12bn US settlement - London Report,-0.4
Sainsbury's pressed to raise bid for Home Retail Group,-0.012
"FDA approves NPS drug, in move validating Shire takeover deal",0.364
Sanofi poaches AstraZeneca scientist as new research head,0.066
CompaniesSanofi poaches immunology expert from AstraZeneca,0.188
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,0.199
"Broker tips: RBS, Croda, Sage",0.381
"Royal Mail, Johnson Matthey lead FTSE lower",-0.438
Industry NewsWhitbread sales sink in fourth quarter on Costa slowdown,-0.562
Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...,-0.468
GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,-0.40800000000000003
Report: Financial Times up for sale,-0.052000000000000005
Glencore raises $2.5bn through share placing to help cut debt load,0.124
BP joins forces with Det Norske in Norway,0.248
No pay hikes this year at Rio Tinto as mining slump bites,-0.387
"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",-0.647
Warren Buffett's Berkshire Hathaway buys stake in Apple,0.989
"Broker tips: RBS, Croda, Sage",0.391
London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,0.29
FTSE steadies around 2-month low Diageo shares surge,0.361
"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",-0.314
London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,0.406
"We'd support HSBC leaving London, says Standard Life",0.029
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,0.226
CompaniesTesco bumps up pay for store staff,0.084
BP pay boss feels the heat from revolt over Dudley's Â£14 million,-0.179
UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,0.149
Shell Plans to Shed 2800 Jobs After Buying BG Group,-0.451
"Old Mutual to split up, may list some businesses",0.164
"RBS, Lloyds Most Exposed to Commercial Property, JPMorgan Says",-0.2
CompaniesKingfisher bid for Mr Bricolage runs into trouble,-0.253
EasyJet to pass on lower fuel prices to customers,0.093
Tesco loses two more directors as Garfield and Tammenoms step down,-0.267
The UK Government's Call To Sell Shares In Royal Bank Of Scotland Group plc ...,-0.295
Credit Suisse poaches Prudential's Thiam for Asian push,-0.031
"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",0.10300000000000001
Britain's FTSE eyes 7th straight daily rise; Wolseley lags,-0.31
EU regulator backs approval for GSK injectable asthma drug,0.379
Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,-0.075
LSE gets Hong Kong regulatory nod to HK firms to become LSE members,0.247
"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo",0.422
Canadian Pension fund Borealis renews pursuit of Severn Trent : report,0.357
ITV merger reports boost Footsie stocks,0.42
"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",-0.158
Wolseley helps lift FTSE from losses,0.47000000000000003
Novo Nordisk and AstraZeneca seek tonic from key drug trials,0.098
"Saudi Aramco, Shell plan to break up Motiva, divide up assets",-0.14200000000000002
CommentOpening Quote: pay day moans; profits slump for Lloyds; Mars mission,-0.512
AstraZeneca sells Caprelsa rights to Sanofi unit,0.242
Industry NewsWood Group wins multi-million dollar contract with BP,0.436
Royal Mail and workers' union agree pay deal,0.20800000000000002
Lloyds wins right to buy bonds back early to save 1 billion pounds,0.369
"Britain's FTSE buoyed by Admiral, building sector gains",0.669
Tesco share price: Brand Guarantee comes under fire,-0.209
"FTSE led lower by M&S, GlaxoSmithKline",-0.448
FTSE edges up as investors cheer Kingfisher results,0.678
HSBC chief hit with tax-avoidance scandal,-0.528
British government stake in Lloyds Banking Group fa,-0.1
AstraZeneca's $727 million play to do away with chemotherapy,0.295
HSBC appoints business leaders to board,0.154
Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...,-0.483
"Buffett's Berkshire builds Deere stake, dumps Exxon",0.316
BUZZ-BG Group: outperforms sector after record output,0.853
Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle,0.652
"After Barclays and Bank of America, Citigroup has blockchain in sight",0.224
"Industry NewsG4S makes 'positive' start to year, no new impairments",0.327
Morrisons helps FTSE edge higher energy shares slip,0.376
Old Mutual share price: Wealth unit seen as blue-chip company,0.666
CompaniesUnilever sales lifted by ice cream in soft economy,0.383
InterContinental Hotels first-quarter global room revenue lags estimates,-0.329
"Bunzl backs 2015 view, buys more businesses",0.487
Bidders Abandon Auction Of Tesco Data Unit,-0.358
"EU drops Shell, BP, Statoil from ethanol benchmark investigation",0.276
Euro zone QE helps Standard Life first-quarter funds boost,0.426
Smith & Nephew 2015 trading profit beats expectations,0.5650000000000001
Closely watched AstraZeneca cancer drug fails in mesothelioma,-0.5680000000000001
Glencore slumps 25 pct as debt fears grow,-0.718
Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,-0.247
AB InBev offers SABMiller $3 billion breakup fee,0.197
Barclays Executive Harrison Denies Knowledge of Libor Fixing,-0.24
Standard Life hit by 'unprecedented' number of calls on pension freedoms,-0.28200000000000003
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,0.232
CompaniesAB InBev signals it won't go hostile for SABMiller,0.11900000000000001
Meggitt Acquires Cobham Advanced Composites Unit For USD200 Million,0.28200000000000003
LSE Group names former SEC head Schapiro non-executive director,0.01
IAG closes in on Aer Lingus with increased offer,0.246
US sanctions put Gazprom-Shell alliance plans in jeopardy,-0.353
AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,0.369
Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...,-0.12
"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",0.267
BP agrees to $18.7B penalty for oil spill; the tricky science behind ...,-0.8300000000000001
AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,0.295
NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,-0.2
"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",0.456
Compass Group says positive for year ahead,0.634
Pearson expects to return to growth this year,0.23800000000000002
Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,0.777
Unilever head's resignation sparks spinoff talk,0.073
AstraZeneca wins US approval for longer use of blood thinner,0.447
BAE Systems cuts earnings target for 2015 and 370 jobs,-0.631
Morrisons and Debenhams surprise City with Christmas bounce back,0.5730000000000001
Whitbread to hike prices to offset 'substantial' national living wage bill,-0.122
"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",0.31
CompaniesCar insurer Hastings Group driving Â£180m IPO,0.302
GlaxoSmithKline starts hunt for successor to CEO Witty,0.0
National Grid's pretax profit rises 15 percent,0.727
"Britain's FTSE steadies, supported by Dixons Carphone",0.329
CRH's concrete bid for Holcim Lafarge assets,0.163
UK's Morrisons in talks to sell convenience stores - source,-0.169
"HSBC keeps headquarters in London, rejects move to Hong Kong",0.058
Shell share price: Standard Life announce position against BG acquisition,-0.099
"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",0.392
Secretive Barclays deal involved Qatari clients,-0.15
British American Tobacco first-half sales hurt by currency moves,-0.34600000000000003
"European shares plunge, roiled by BHP and oil; hopes turn to ECB",-0.736
Tullow Oil eyes lower earnings as output falls,-0.48
"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",-0.508
BG Group ships first LNG From Queensland Curtis,0.252
Trading ExpertBROKER RECOMMENDATIONSAnalysts mostly negative on Aberdeen but some see value,-0.34500000000000003
"MarketsUBS, Goldman Sachs cut metals forecasts",-0.311
CompaniesKingfisher bid for Mr Bricolage runs into trouble,-0.313
CompaniesUK government lines up Â£2bn Lloyds retail share sale,-0.24
"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",0.468
UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,0.641
Standard Chartered Will Close Equity Sales and Research Business,-0.243
CompaniesNational Grid lines up sale of gas business,0.136
2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,0.462
Prudential knocked after investors withdraw Â£3.9bn from M&G,-0.778
US walrus protections hit Shell's Arctic drilling plan,-0.264
Severn Trent Profit Offsets Interest Rate Swap Losses,0.11900000000000001
CompaniesTullow says gas exports at key field disrupted,-0.274
"AstraZeneca bags another cancer drug deal, this time with Inovio",0.259
"Tesco, Asda sales fall as march of the discounters continues-Kantar",-0.356
"We'd support HSBC leaving London, says Standard Life",0.026000000000000002
Severn Trent profit up as customer complaints fall,0.47200000000000003
US dollar wipes out sales gains for SABMiller,-0.582
"AstraZeneca digs into precision medicine with lung, heart deals",0.20500000000000002
Lloyds Banking Group to cut 640 jobs and close 23 branches,0.28700000000000003
London Stock Exchange Group's quarterly revenue rises 12 percent,0.726
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,-0.713
Dixons Carphone Profit Beats Forecast in First Year Since Merger,0.5690000000000001
PRESS: HSBC Chairman Hints Bank May Retain UK Domicile - Tel,0.037
"Associated British Foods Profit Hit by Strong Sterling, Tough Sugar Business",-0.466
Former Schroders trader sentenced to 2 years in prison,-0.555
GSK and Novartis complete deals to reshape both drugmakers,0.264
Barclays Names Mike Bagguley as Chief Operating Officer of Investment Bank,0.0
BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn,-0.28500000000000003
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",0.11900000000000001
Barclays hit with record fine as six banks settle forex scandal,-0.771
UK Serious Fraud Office Seeks Retrial of Two Former Barclays Libor Traders,-0.604
Cuadrilla files to delay application to frack in Lancashire,-0.41600000000000004
GlaxoSmithKline hails progress with lung disease treatment,0.578
Morrisons escapes FTSE relegation,0.177
ITV Acquires 'Poldark' Production Company Mammoth Screen,0.197
RPT-UPDATE 2-Former Jefferies trader Litvak's conviction overturned,0.1
Tesco Sales Deteriorate Ahead of Crucial Christmas Period,-0.552
"Barclays, Credit Suisse strike record deals with SEC, NY over dark pools",-0.896
Tesco sells Blinkbox and broadband service to TalkTalk,0.136
"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",0.381
UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,0.432
Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,0.769
GSK reveals strong trial results for shingles drug,0.402
Experian says receives class actions related to T-Mobile breach,-0.6980000000000001
Shell shells out over Nigeria oil spill,-0.386
Tesco to pay $12 million to settle US lawsuit,-0.311
"FTSE 100 moves lower, but HSBC outperforms",0.513
Meggitt share price tumbles as profit falls in 'challenging year',-0.854
BG Group Still Happy With Shell's $70 Billion Offer,0.267
AB InBev attacks SABMiller bid rebuffal,-0.158
Aberdeen to raise 100 mln stg to seed new funds,0.337
Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,-0.41000000000000003
The Latest: Buffett says cuts will pay off at Kraft Heinz,0.41300000000000003
Glencore Studies Possible IPO for Agricultural Trading Business,0.40800000000000003
"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",0.257
Gabon Considering Back Tax Penalties Against Royal Dutch Shell,-0.426
"Barclays picks ex-JPMorgan exec Staley as new CEO, to start Dec 1",0.0
Insight hires Aviva's David Hillier for multi-asset team,0.107
Struggling Morrisons pays out Â£3m to sacked boss Dalton Philips â€“ with more to ...,-0.35000000000000003
Government to sell off remaining 14% stake in Royal Mail,-0.607
United Utilities' full-year underlying operating profit falls 9 percent,-0.417
Tesco to close remaining Homeplus stores in UK,-0.326
CEO of Berkshire's Gen Re to retire; Jain's role grows,-0.07200000000000001
Morning Agenda: Shire's Deal for NPS,0.193
WPP boosts sales despite cautious clients,0.251
"Britain's FTSE rises, led up by Glencore surge",0.62
Brewer AB InBev seeks $275 bln tie-up with SABMiller,0.295
Tesco shareholders back ITV head for chairman,0.08
Kingfisher takeover of Mr Bricolage could hit a brick wall,-0.261
Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,0.6890000000000001
"UPDATE 2-Prudential will see strong first-half earnings, outgoing CEO says",0.43
Shell challenges Exxon dominance with 47 billion-pound bid for BG,0.30000000000000004
RSA Insurance Hires Towergate's Egan as Chief Financial Officer,0.021
"GlaxoSmithKline heart drug flops in study, shingles vaccine on track",-0.224
ICE Said to Start Lining Up Financing for LSE Bidding War,0.328
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",0.465
Lloyds sells Irish loan portfolio for Â£827m,0.177
EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,-0.227
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,0.23600000000000002
BHP's iron ore outlook holds little cheer for small miners,-0.43
Shire share price under pressure after $32bn Baxalta deal,-0.186
PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters,0.11900000000000001
Citigroup to Sell OneMain to Springleaf for $4.25 Billion,0.28300000000000003
"Five years after BP oil spill, some Gulf oystermen are losing hope",-0.514
Walmart still selling Maryland T-shirts featuring the outline of Massachusetts,0.03
"GlaxoSmithKline beats profit forecasts despite Advair hit, lower margins",0.35000000000000003
Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,0.008
GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,0.189
Tesco's Sales Pickup Isn't Enough,-0.23
RBS chairman admits surprise at size of regulatory penalties,-0.333
Persimmon sells 17% more houses in 2014,0.6890000000000001
CRH's concrete bid for Holcim Lafarge assets,0.28200000000000003
ITV strike: Broadcaster's revenue soars but staff walkout for a piece of the action,0.537
McEwan will be nursing RBS through more struggles yet,-0.433
Arm profits and sales up as shift away from mobile gains pace,0.497
Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle,0.58
Land Securities warns of rent rises,-0.138
Glencore shares hit 3-month high after refinancing key credit line,0.363
RBS becomes a shadow of its former self,-0.808
Sir Ken Morrison has taken a Â£6m stake in rival Sainsbury's,0.357
Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,0.261
UPDATE 1-Pearson expects to grow this year after solid end to 2014,0.446
AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal,0.583
Market Report: Aviva tops the market as traders approve of its choice of Friends,0.443
Admiral and Schroders lift FTSE with profits surge,0.7010000000000001
Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,0.295
UK's FTSE hits new record highs as CRH climbs,0.432
GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,0.292
Shell share price: Standard Life announce position against BG acquisition,-0.134
GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,0.213
"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",0.544
MarketsMoneysupermarket slides 11% on Barclays Brexit warning,-0.625
"Can Standard Chartered PLC, BP plc & Burberry Group plc Keep Charging?",0.18
Can Christmas Save Sainsbury's plc And Tesco plc?,-0.158
HSBC Says Unit to Book $585 Million Charge on Settlement,-0.434
FTSE boosted by Dixons Carphone with Fed in focus,0.522
Standard Life impresses as fee-based products offset annuities slump,0.552
CompaniesHome Retail trims gains but is considered 'in play',0.135
Intertek Group announces strategic update outlining its plan,0.046
Valeant CEO Pledges to Heed Critics After `Painful' Experience,-0.381
Industry NewsHammerson joint venture buys Dublin loan portfolio,0.275
AstraZeneca sells Caprelsa rights to Sanofi unit,0.233
Greenpeace Protest of BP Forces British Museum to Close,-0.32
"L&G fund arm, Nikko Asset Management sign bond fund distribution deal",0.232
UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,0.429
"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home",-0.147
Royal Mail chairman Donald Brydon set to step down,-0.374
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,0.242
Prudential shares halted in Hong Kong pending announcement,-0.293
"CompaniesPound to boost ABF for now, but mixed impact ahead",0.364
"EU drops Shell, BP, Statoil from ethanol benchmark investigation",0.294
AstraZeneca chases Acerta to secure next cancer drug winner,0.776
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",0.14300000000000002
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,0.395
BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,0.493
Payout from BP oil spill settlement tops $5 billion,-0.639
RSA Insurance Hires Towergate's Egan as Chief Financial Officer,0.002
"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",0.46
Sainsbury's and Glencore give FTSE a three-digit lift - London Report,0.8140000000000001
BHP Billiton drags FTSE lower after slashing dividend,-0.604
Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,0.037
Unilever returns to Cuba in joint venture with state,0.28700000000000003
Deals Help Shrink Glencore's Mountain of Debt,0.152
"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",0.456
British taxpayers' stake in Lloyds falls below 22 percent,-0.537
Fears Primark growth is starting to falter,-0.338
"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",0.674
Royal Bank of Scotland becomes Facebook customer,0.25
MOVES-Ex-shadow minister McClymont joins Aberdeen Asset Management,0.022
"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",0.324
Morrisons and Debenhams surprise City with Christmas bounce back,0.619
"FTSE ends lower on weaker miners, Tesco outperforms",0.402
CompaniesCoutts raids JPMorgan Chase for new CEO,-0.191
Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,0.577
Tesco share price down as grocer faces SFO investigation outcome,-0.542
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",0.334
"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",0.063
AstraZeneca share price: Acerta deal pays off with orphan drug status,0.317
Cost savings help Robinsons maker Britvic to first-half profit,0.373
CompaniesTesco sends supermarket shares to top of FTSE,0.583
"Diageo, Heineken Exchange Emerging-Market Brewing Assets",0.137
Protesters gather in Seattle to block access to Shell oil rig,-0.4
Passengers rise at EasyJet and Aer Lingus,0.34600000000000003
Intertek profit up 16.1%; expects to meet forecast,0.66
"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",-0.401
Tesco's boss knows which side his bread is buttered,0.183
UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,-0.34
GSK hopes big clinical trial can breath new life into lung drug,0.093
UPDATE: Peter Long To Be Chairman Of Both Royal Mail And TUI AG,0.0
Standard Chartered CEO Peter Sands to Resign After Unrest at Bank,-0.301
Industry NewsStrong results at Travis Perkins marred by plumbing impairment,-0.088
Mongolia and Rio Tinto agree $5bn Oyu Tolgoi mine expansion,0.30000000000000004
AstraZeneca to Buy ZS Pharma for $2.7 Billion,0.551
"Aviva plans to up pay-out ratio, says too soon to judge Brexit impact",0.107
Reluctant shareholder George Osborne loses patience with RBS,-0.28500000000000003
Cuadrilla and protesters await Lancashire fracking decision,-0.114
Currency causes full-year headaches for SABMiller,-0.428
Beach holiday demand helps lift clouds for easyJet,0.456
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,0.273
NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,-0.281
"StanChart announces $5.1 billion capital-raising plan, posts Q3 loss",-0.499
BT Group's third quarter revenues rise as restructure unveiled,0.5640000000000001
SSE share price: Peterhead station to supply voltage support to National Grid,0.253
Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,0.025
Berkshire seeks to boost its Wells Fargo stake above 10 percent,0.314
AstraZeneca's patent on asthma drug invalidated by US court,-0.656
Lloyds Bank Is Said to Face Potential Fine Over Handling of Insurance Complaints,-0.468
Goodwin not to face Scottish prosecution over RBS,0.114
TOP NEWS: Barclays Profit Depressed By Foreign Exchange Provisions,-0.434
RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,0.066
"Glencore 2014 profit in line, takes $1.1 billion charge on commodity prices",0.124
Morrisons share price: Group trading director departs as management cull ...,-0.158
Lloyds returns Â£13bn to UK taxpayer,-0.154
Weir leads FTSE lower after oil price profits warning,-0.59
Retail focus helps to shield Lloyds from banking chill,0.253
UPDATE 1-RBS raising $3.1 billion through issue of CoCo bonds,0.149
Retailers Kingfisher and Sports Direct rise in Britain's share index,0.459
UPDATE 1-Rio Tinto to sell aluminium assets in $1 bln deal -paper,0.262
EasyJet attracts more passengers in June but still lags Ryanair,0.21
"FastJet slams EasyJet founder Stelios for going public, is ""taking legal advice"" over letter about contractual ...",0.155
Barclays fined for anti-money-laundering failings,-0.811
CORRECTED-Shire to buy Dyax for about $5.9 bln,0.402
"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",-0.242
ITV shares dip after update,-0.427
"Centrica extends gas deals with Gazprom, Statoil",0.23900000000000002
Glencore shares enjoy bounce-back after Hong Kong-led surge,0.434
Ruling sets lower limit on potential fine for BP,-0.261
Sports Direct Shares Tumble as Founder Ashley Sells Shares,-0.596
Shell challenges Exxon dominance with 47 billion-pound bid for BG,-0.196
Diageo receives reports from United Spirits on financial irregularities involving ...,-0.272
Credit checker Experian reports fall in full-year profit,-0.39
Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,0.022
Barclays reports 8% fall in annual profits,-0.724
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,0.47600000000000003
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),0.40800000000000003
Chipotle Sales Plunge as Troubled Chain Gets Federal Subpoena,-0.789
Shell offers 50 percent premium to buy BG for $70 billion,0.193
Morrisons share price: Founder's son to assist CEO with turnaround,0.137
UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,0.418
Sainsbury sells unit to LloydsPharmacy,0.234
Former Barclays traders stand trial in Libor case,-0.329
Tesco share price jumps as Q3 sales top estimates,0.719
"South Africa approves SABMiller, Coke bottling deal with conditions",0.308
CompaniesActelion shares hit record on Shire takeover talk,0.34500000000000003
UPDATE: Aggreko Interim Profit Drops As It Undertakes Restructuring,-0.381
"HSBC, Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out'",-0.536
Standard Chartered's Shares Plunge 7% After Fitch Downgrade,-0.812
Standard Chartered Misses Estimates in Sands's Last Results,-0.438
"HSBC shakes up board with two new business chiefs, three departures",-0.074
Britain's FTSE slips from 2016 high as Sky falls,-0.458
BHP Billiton to lower copper production costs,0.31
Glencore Sells Shares to Raise $2.5 Billion and Reduce Debt,0.274
CompaniesSmith & Nephew flops 6.8% to foot of FTSE 100,-0.666
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",-0.152
Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,0.20700000000000002
Buffett's Company Reports 37 Percent Drop in 2Q Earnings,-0.5660000000000001
BP Judge Urged to Impose $11.7 Billion-Plus Spill Fine,-0.588
RBI surprises Street; Sensex pares gains after hitting mount 30k,0.89
"Royal Mail needs to deliver on modernisation plans, post haste",-0.046
Barclays CEO poaches risk head from JP Morgan,0.1
"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",-0.251
Clydesdale Bank H1 profits weighed down by PPI charge,-0.343
UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,0.258
CompaniesDeutsche taps ex-StanChart executive for audit role,0.0
Cuadrilla chief Francis Egan: Scaremongering fracking opponents make me angry,-0.05
Investors Remain Skeptical About Shell-BG Deal,-0.266
Amazon to attack UK grocery market with Morrisons deal,0.333
Glencore tells investors it is on track to reduce debt: Barclays,0.34400000000000003
UPDATE 3-Barclays fined for lax crime checks in 'deal of century',-0.8290000000000001
Prudential hit by withdrawals from M&G investment arm,-0.704
Old Mutual faces backlash over Â£9m chief exec payout plan,-0.379
Barclays backs new iPhone and Android app that lets users send each other money using a bitcoin network,0.147
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,0.198
Lloyds to cut 945 jobs as part of three-year restructuring strategy,-0.532
CommentOpening Quote: Tesco; Premier Foods jilted; FCA on IPOs,0.0
Investor Woodford calls for outsider to head GlaxoSmithKline,0.14
Randgold Resources third quarter profit slips despite record production,-0.39
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,-0.719
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",-0.14
UPDATE 1-UK to start selling remaining Royal Mail shares,-0.278
Companies Thetrainline.com announces arrival of London IPO,0.245
Hargreaves weathers torrid ISA season and Brexit fears,-0.6000000000000001
PRESS: UK Government Would Oppose Any BP Takeover - FT,-0.077
"Britain's FTSE gains, Land Securities up after dividend hike",0.549
AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,0.25
What It Takes for Royal Dutch Shell to Break Even,0.0
Industry NewsPetrofac secures $250m North Sea contract,0.581
"Lloyds Will Cut 640 Jobs, Close 23 Branches as Part of 2014 Plan",0.28700000000000003
Royal Mail turnaround proving expensive in tough UK market,-0.057
IHG agrees $938 sale of InterContinental Hong Kong,0.28500000000000003
Barclays Said to Shrink Bonus Pool to Less Than 2 Billion Pounds,0.231
Shire Offers to Buy Baxalta for $30 Billion,0.302
Crown Castle buys Tower Development Corp for $461 million,0.366
LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,0.556
Norway's sovereign wealth fund says backed Shell CEO's pay,0.191
MarketsProperty stocks under pressure after Standard Life fund move,-0.31
UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,-0.34
BP's fine for 2010 oil spill capped at $13.7 billion,-0.896
Oilfield services firm Petrofac's debt shoots up 50 per cent,-0.72
Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,0.516
FTSE 100 movers: BG Group leads the charge as resource stocks jump,0.642
Spain's CaixaBank Expects To Close Deal For Banco BPI,0.277
Royal Mail share price: Postal service issues trading update,-0.111
Barclays Said to Cut 150 at Investment Bank as McCormick Departs,-0.492
Glencore fight back over debt fears lifts shares,0.278
SAB's Chairman Digs In With Board Divided on InBev Offer,0.04
Britain facing winter of blackouts as National Grid warns of tightest power ...,-0.251
AB InBev approaches SABMiller to explore $250bn tie-up,0.23700000000000002
Barclays launches first 100% mortgages since crisis,0.198
Germanwings disaster will not affect image of budget air travel - easyJet,0.096
"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",-0.661
