date,desc_sentence,desc_logit,desc_prediction,desc_sentiment_score,title_sentence,title_logit,title_prediction,title_sentiment_score,sentence
2019-12-21,Bitcoin and a few altcoins appear to be strengthening and flashing some strong buying opportunities.,[0.95085573 0.02018221 0.02896204],positive,0.93067354,"Price Analysis Dec 20: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XTZ, XLM",[0.0294842  0.01993401 0.95058185],neutral,0.00955019,"Price Analysis Dec 20: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XTZ, XLM. Bitcoin and a few altcoins appear to be strengthening and flashing some strong buying opportunities."
2019-12-20,"Ripple, the major blockchain payments firm behind XRP, the third biggest altcoin by market cap, has raised $200 million in Series C led by Tetragon.",[0.7841578  0.00703524 0.208807  ],positive,0.77712256,"Ripple Raises $200M, Calls 2019 Its Strongest Year of Growth",[0.9318837  0.0153863  0.05273006],positive,0.9164974,"Ripple Raises $200M, Calls 2019 Its Strongest Year of Growth. Ripple, the major blockchain payments firm behind XRP, the third biggest altcoin by market cap, has raised $200 million in Series C led by Tetragon."
2019-12-19,Bitcoin’s bounce off the $6.4K support is a positive sign as it shows that stronger hands are not dumping their positions yet.,[0.93270856 0.04105525 0.02623629],positive,0.8916533,"Price Analysis Dec 18: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XTZ, XLM",[0.02929433 0.02011097 0.95059466],neutral,0.009183357,"Price Analysis Dec 18: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XTZ, XLM. Bitcoin’s bounce off the $6.4K support is a positive sign as it shows that stronger hands are not dumping their positions yet."
2019-12-17,Is the current dip the final buying opportunity before halving boosts Bitcoin price?,[0.07331982 0.03553711 0.8911431 ],neutral,0.037782714,"Price Analysis Dec 16: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XTZ, XLM",[0.02920571 0.019918   0.9508763 ],neutral,0.009287711,"Price Analysis Dec 16: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XTZ, XLM. Is the current dip the final buying opportunity before halving boosts Bitcoin price?"
2019-12-16,"Multinational IT services giant Tata Consultancy Services launched the Quartz DevKit, which the firm claims can build blockchain apps 40% faster.",[0.37135893 0.01121091 0.6174302 ],neutral,0.360148,Tata Consultancy Services Launches Blockchain App Deployment Kit,[0.14426443 0.01284295 0.8428926 ],neutral,0.13142148,"Tata Consultancy Services Launches Blockchain App Deployment Kit. Multinational IT services giant Tata Consultancy Services launched the Quartz DevKit, which the firm claims can build blockchain apps 40% faster."
2019-12-16,"Most of the top 20 cryptocurrencies are reporting slight growth, as Bitcoin hovers around the $7,100 mark again.",[0.8918744  0.07315535 0.03497023],positive,0.818719,"Bitcoin Floats Around $7,100 as Top Altcoins See Slight Growth",[0.51315236 0.40294537 0.08390225],positive,0.11020699,"Bitcoin Floats Around $7,100 as Top Altcoins See Slight Growth. Most of the top 20 cryptocurrencies are reporting slight growth, as Bitcoin hovers around the $7,100 mark again."
2019-12-14,Blockchain-based money transfer startup SendFriend utilizes Ripple’s technology to save up to 80% in remittance fees.,[0.35651228 0.00793709 0.63555056],neutral,0.3485752,Ripple-Based Remittance Firm SendFriend Claims to Save Up to 80% in Fees,[0.89874846 0.00997049 0.09128111],positive,0.888778,Ripple-Based Remittance Firm SendFriend Claims to Save Up to 80% in Fees. Blockchain-based money transfer startup SendFriend utilizes Ripple’s technology to save up to 80% in remittance fees.
2019-12-14,"Data shows that whales and institutional investors accumulated Bitcoin throughout its 2-year long bearish phase, should retail investors follow?",[0.05339678 0.21058346 0.7360198 ],neutral,-0.15718669,"Price Analysis Dec 13: BTC, Cryptos Prepare for Possible ‘Santa Rally’",[0.05377755 0.05602467 0.8901978 ],neutral,-0.0022471286,"Price Analysis Dec 13: BTC, Cryptos Prepare for Possible ‘Santa Rally’. Data shows that whales and institutional investors accumulated Bitcoin throughout its 2-year long bearish phase, should retail investors follow?"
2019-12-13,A crypto payment gateway says it makes accepting digital currencies on websites easy with low cost.,[0.258137   0.00804959 0.73381335],neutral,0.2500874,Crypto Payment Gateway Offers Low Withdrawal Fees,[0.1607359  0.00957851 0.82968557],neutral,0.1511574,Crypto Payment Gateway Offers Low Withdrawal Fees. A crypto payment gateway says it makes accepting digital currencies on websites easy with low cost.
2019-12-12,Several altcoins are on the verge of resuming their downtrend. What are the critical levels to watch out for going into mid-December?,[0.02353501 0.6086372  0.36782777],negative,-0.5851022,Price Analysis 11/12: BTC and These 9 Cryptos Set to Resume Downtrend,[0.02204822 0.60079455 0.37715727],negative,-0.5787463,Price Analysis 11/12: BTC and These 9 Cryptos Set to Resume Downtrend. Several altcoins are on the verge of resuming their downtrend. What are the critical levels to watch out for going into mid-December?
2019-12-10,"After a lengthy period of consolidation, many cryptocurrencies appear to be setting up for a large move within the next few days.",[0.49655157 0.01681864 0.48662978],positive,0.47973293,"Price Analysis 09/12: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, XTZ",[0.03150393 0.01836278 0.95013326],neutral,0.013141146,"Price Analysis 09/12: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, XTZ. After a lengthy period of consolidation, many cryptocurrencies appear to be setting up for a large move within the next few days."
2019-12-08,Most of the top 20 cryptocurrencies are reporting moderate gains as Ethereum price seems unaffected by the hard fork.,[0.9392842  0.02727136 0.03344438],positive,0.9120128,"Ethereum Price Stable Despite Hard Fork, Altcoins See Small Gains",[0.88873726 0.03619922 0.07506346],positive,0.85253805,"Ethereum Price Stable Despite Hard Fork, Altcoins See Small Gains. Most of the top 20 cryptocurrencies are reporting moderate gains as Ethereum price seems unaffected by the hard fork."
2019-12-07,"Most of the top 20 cryptocurrencies are reporting moderate gains on the day, as Bitcoin hovers around the $7,550 mark again.",[0.912579   0.04318398 0.04423698],positive,0.869395,"Bitcoin Hovers Under $7,550 as Altcoins See Moderate Gains",[0.8035244  0.13378854 0.06268711],positive,0.66973585,"Bitcoin Hovers Under $7,550 as Altcoins See Moderate Gains. Most of the top 20 cryptocurrencies are reporting moderate gains on the day, as Bitcoin hovers around the $7,550 mark again."
2019-12-07,A rally could be on the cards as Bitcoin continues to lead the market and a few altcoins attempt to form a higher low.,[0.92504656 0.02377966 0.05117386],positive,0.9012669,"Price Analysis 06/12: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, ADA",[0.03336437 0.01728088 0.94935477],neutral,0.016083486,"Price Analysis 06/12: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, ADA. A rally could be on the cards as Bitcoin continues to lead the market and a few altcoins attempt to form a higher low."
2019-12-06,"SBI Holdings is considering the option of paying shareholder dividends in XRP, months after its subsidiary MorningStar began the practice.",[0.02963343 0.03387758 0.93648905],neutral,-0.0042441506,Japanese Financial Giant SBI Holdings Considers Paying Dividends in XRP,[0.07424959 0.01783561 0.9079148 ],neutral,0.05641398,"Japanese Financial Giant SBI Holdings Considers Paying Dividends in XRP. SBI Holdings is considering the option of paying shareholder dividends in XRP, months after its subsidiary MorningStar began the practice."
2019-12-06,Ripple has filed a motion to dismiss a class-action lawsuit alleging that it held an unregistered securities offering of XRP tokens.,[0.02345752 0.7248123  0.25173017],negative,-0.7013548,Ripple Files Final Motion to Dismiss Class-Action Securities Lawsuit,[0.02215351 0.75471157 0.22313488],negative,-0.7325581,Ripple Files Final Motion to Dismiss Class-Action Securities Lawsuit. Ripple has filed a motion to dismiss a class-action lawsuit alleging that it held an unregistered securities offering of XRP tokens.
2019-12-05,Bitcoin price is leading from the front and is showing signs that a bottom has been reached.,[0.24397166 0.70946735 0.04656096],negative,-0.4654957,"Price Analysis 04/12: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.03193439 0.01792439 0.95014125],neutral,0.014010005,"Price Analysis 04/12: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. Bitcoin price is leading from the front and is showing signs that a bottom has been reached."
2019-12-03,"Ripple transfers a total of 1 billion XRP tokens from its escrow wallet to Ripple today, only to transfer it back minutes later.",[0.0380085  0.02954491 0.93244654],neutral,0.008463586,Ripple Transfers 1 Billion XRP Tokens From Escrow Wallet and Back Again,[0.04753643 0.0157897  0.93667394],neutral,0.03174673,"Ripple Transfers 1 Billion XRP Tokens From Escrow Wallet and Back Again. Ripple transfers a total of 1 billion XRP tokens from its escrow wallet to Ripple today, only to transfer it back minutes later."
2019-12-03,"Bitcoin appears to have bottomed at $6,500 and once confirmed many cryptocurrencies could provide lucrative trading opportunities at a good risk-reward ratio.",[0.71955    0.22992228 0.05052772],positive,0.48962772,"Price Analysis 02/12: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.03078529 0.01858957 0.9506251 ],neutral,0.012195718,"Price Analysis 02/12: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. Bitcoin appears to have bottomed at $6,500 and once confirmed many cryptocurrencies could provide lucrative trading opportunities at a good risk-reward ratio."
2019-12-02,Major crypto exchange Binance has added four trading pairs for the Russian ruble after launching trading support in October.,[0.46598965 0.01357807 0.52043223],neutral,0.4524116,Binance Crypto Exchange Adds Four Trading Pairs for Russian Ruble,[0.06427333 0.0208959  0.91483074],neutral,0.04337743,Binance Crypto Exchange Adds Four Trading Pairs for Russian Ruble. Major crypto exchange Binance has added four trading pairs for the Russian ruble after launching trading support in October.
2019-11-30,An estimated 0.2% of all XRP transactions are used for illicit activity. How true is this figure and how does it impact the industry?,[0.02442013 0.13978931 0.8357905 ],neutral,-0.115369186,"Criminal Activity in Crypto: The Fact, the Fiction and the Context",[0.02391583 0.07206346 0.9040207 ],neutral,-0.048147626,"Criminal Activity in Crypto: The Fact, the Fiction and the Context. An estimated 0.2% of all XRP transactions are used for illicit activity. How true is this figure and how does it impact the industry?"
2019-11-30,"Bitcoin price has rallied 20% since dropping to $6,560, leading traders to closely watch altcoins for similar price action.",[0.8279687  0.15112807 0.02090318],positive,0.67684066,"Price Analysis 29/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.03184328 0.01827354 0.94988316],neutral,0.013569742,"Price Analysis 29/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. Bitcoin price has rallied 20% since dropping to $6,560, leading traders to closely watch altcoins for similar price action."
2019-11-28,Was the current pullback an opportunity to go long or will the relief rally reverse direction and catch many aggressive bulls off guard?,[0.10511138 0.27199924 0.62288934],neutral,-0.16688786,"Price Analysis 27/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.03311181 0.01787087 0.94901735],neutral,0.015240943,"Price Analysis 27/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. Was the current pullback an opportunity to go long or will the relief rally reverse direction and catch many aggressive bulls off guard?"
2019-11-27,"Omni Rentals, a $35 million-funded storage and rental startup backed by major crypto firm Ripple, is reportedly shutting down its operations.",[0.00898175 0.8942214  0.09679686],negative,-0.88523966,Updated: Ripple-Backed Omni Rentals to Shut Down by Late 2019,[0.01201202 0.7528633  0.23512475],negative,-0.7408513,"Updated: Ripple-Backed Omni Rentals to Shut Down by Late 2019. Omni Rentals, a $35 million-funded storage and rental startup backed by major crypto firm Ripple, is reportedly shutting down its operations."
2019-11-26,"Cryptocurrency firm Ripple invests additional $20 million in MoneyGram, completing its original commitment of $50 million.",[0.7898354  0.00748693 0.20267774],positive,0.78234845,Ripple Completes Promised $50M Investment in MoneyGram With Final $20M,[0.32117993 0.00756354 0.6712565 ],neutral,0.3136164,"Ripple Completes Promised $50M Investment in MoneyGram With Final $20M. Cryptocurrency firm Ripple invests additional $20 million in MoneyGram, completing its original commitment of $50 million."
2019-11-26,The bears have been unable to capitalize on the breakdown of critical support levels and this suggests that the current dip could be a bear trap.,[0.00980259 0.96914554 0.02105191],negative,-0.95934296,"Price Analysis 25/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.03345272 0.01741769 0.94912964],neutral,0.016035037,"Price Analysis 25/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. The bears have been unable to capitalize on the breakdown of critical support levels and this suggests that the current dip could be a bear trap."
2019-11-23,"Several top cryptocurrencies have broken below their critical support levels, suggesting that this could be the start of a deeper correction.",[0.01959895 0.96170795 0.01869315],negative,-0.942109,"Price Analysis 22/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.0316471  0.01834641 0.95000654],neutral,0.013300693,"Price Analysis 22/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. Several top cryptocurrencies have broken below their critical support levels, suggesting that this could be the start of a deeper correction."
2019-11-21,"Bitcoin price is close to critical support levels, but we anticipate a bounce off the support levels as we take a look at the charts.",[0.711701   0.169405   0.11889406],positive,0.542296,"Price Analysis 20/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.03185155 0.01808657 0.95006186],neutral,0.013764974,"Price Analysis 20/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. Bitcoin price is close to critical support levels, but we anticipate a bounce off the support levels as we take a look at the charts."
2019-11-20,"Despite crypto markets reclaiming the capitalization boasted in Nov. 2017 and record volumes, altcoins have seen a declining market share.",[0.00763646 0.9724133  0.01995019],negative,-0.9647768,Altcoin Market Capitalization Shrinks Despite Volume Boost Since 2017,[0.0076271  0.97290975 0.01946313],negative,-0.9652827,"Altcoin Market Capitalization Shrinks Despite Volume Boost Since 2017. Despite crypto markets reclaiming the capitalization boasted in Nov. 2017 and record volumes, altcoins have seen a declining market share."
2019-11-20,London-based cryptocurrency forensics firm Elliptic claims that $400 million worth of XRP tokens is tied to illicit activities.,[0.02338522 0.48403174 0.49258307],neutral,-0.4606465,Cryptocurrency Forensics Firm Elliptic Ties $400M in XRP to Illicit Activities,[0.04581171 0.08838475 0.86580354],neutral,-0.042573046,Cryptocurrency Forensics Firm Elliptic Ties $400M in XRP to Illicit Activities. London-based cryptocurrency forensics firm Elliptic claims that $400 million worth of XRP tokens is tied to illicit activities.
2019-11-19,"While Bitcoin looks weak, select altcoins are showing resilience and this can shift the focus from Bitcoin to altcoins.",[0.77627224 0.12056644 0.10316131],positive,0.6557058,"Price Analysis 18/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.03142228 0.01838824 0.9501895 ],neutral,0.013034036,"Price Analysis 18/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. While Bitcoin looks weak, select altcoins are showing resilience and this can shift the focus from Bitcoin to altcoins."
2019-11-16,"Bitcoin price looks weak but this fall below $8,500 might turn out to be a buying opportunity.",[0.41038013 0.2504443  0.3391756 ],positive,0.15993583,"Price Analysis 15/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.03096488 0.01843958 0.9505955 ],neutral,0.0125253,"Price Analysis 15/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. Bitcoin price looks weak but this fall below $8,500 might turn out to be a buying opportunity."
2019-11-15,"Binance added support for trading Bitcoin, Ether, XRP with Turkish lira via local digital wallet Papara.",[0.26806512 0.00715734 0.7247776 ],neutral,0.26090777,"Binance Adds Support for Turkish Lira and Bitcoin, XRP, Ether Trading Pairs",[0.3026217  0.0093931  0.68798524],neutral,0.2932286,"Binance Adds Support for Turkish Lira and Bitcoin, XRP, Ether Trading Pairs. Binance added support for trading Bitcoin, Ether, XRP with Turkish lira via local digital wallet Papara."
2019-11-14,"While Bitcoin price action remains lackluster, altcoins are attempting to make a strong upside move.",[0.9460723  0.02504418 0.02888361],positive,0.9210281,"Price Analysis 13/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.03236641 0.01793099 0.94970256],neutral,0.014435424,"Price Analysis 13/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. While Bitcoin price action remains lackluster, altcoins are attempting to make a strong upside move."
2019-11-12,Bitcoin is at a critical level. Will it bounce off the current level or plummet below it? Let’s analyze the charts.,[0.03424378 0.06875717 0.89699906],neutral,-0.034513388,"Price Analysis 11/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.02969066 0.02000846 0.9503009 ],neutral,0.009682201,"Price Analysis 11/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. Bitcoin is at a critical level. Will it bounce off the current level or plummet below it? Let’s analyze the charts."
2019-11-09,"Most of the top 20 cryptocurrencies are reporting minor gains as Bitcoin hovers under the $8,800 mark.",[0.23461755 0.7041614  0.06122106],negative,-0.46954387,"Bitcoin Price Hovers Under $8,800 as Top Altcoins See Minor Gains",[0.27363065 0.62843525 0.0979341 ],negative,-0.3548046,"Bitcoin Price Hovers Under $8,800 as Top Altcoins See Minor Gains. Most of the top 20 cryptocurrencies are reporting minor gains as Bitcoin hovers under the $8,800 mark."
2019-11-09,We asked for more context on the soundbyte statistic.,[0.05265225 0.01577549 0.93157226],neutral,0.036876768,10% of MoneyGram’s US-Mexico Business Is Crypto-Enabled,[0.02615975 0.01844417 0.9553961 ],neutral,0.007715581,10% of MoneyGram’s US-Mexico Business Is Crypto-Enabled. We asked for more context on the soundbyte statistic.
2019-11-09,Several cryptocurrencies have turned down sharply from their overhead resistance levels. This is a sign of weakness.,[0.00924497 0.97227234 0.01848277],negative,-0.96302736,"Price Analysis 08/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.03074817 0.01881774 0.9504341 ],neutral,0.011930425,"Price Analysis 08/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. Several cryptocurrencies have turned down sharply from their overhead resistance levels. This is a sign of weakness."
2019-11-08,"After more than a week of ranging in a $500 zone, BTC/USD saw an attempt at a break, now falls below $9K.",[0.45211756 0.5000384  0.04784408],negative,-0.047920823,"Bitcoin Falls Below $9,000 as Price Teases Trading Corridor Breakdown",[0.05518337 0.8361112  0.10870552],negative,-0.78092784,"Bitcoin Falls Below $9,000 as Price Teases Trading Corridor Breakdown. After more than a week of ranging in a $500 zone, BTC/USD saw an attempt at a break, now falls below $9K."
2019-11-07,The controversial third-largest cryptocurrency XRP decisively rejected by resistance at $0.30 to continue trading near all-time lows.,[0.03157892 0.94587255 0.02254858],negative,-0.91429365,Swell the News? XRP Drops 5% as Ripple’s Flagship Event Kicks Off,[0.01236045 0.9494373  0.03820223],negative,-0.93707687,Swell the News? XRP Drops 5% as Ripple’s Flagship Event Kicks Off. The controversial third-largest cryptocurrency XRP decisively rejected by resistance at $0.30 to continue trading near all-time lows.
2019-11-06,Ripple CEO Brad Garlinghouse predicts that 99% of all crypto will likely go to zero as they are not focused on real problems.,[0.05326239 0.17068613 0.7760515 ],neutral,-0.117423736,Ripple CEO: Only 1% of Today’s Cryptocurrencies Will Survive,[0.01975981 0.03622426 0.944016  ],neutral,-0.016464459,Ripple CEO: Only 1% of Today’s Cryptocurrencies Will Survive. Ripple CEO Brad Garlinghouse predicts that 99% of all crypto will likely go to zero as they are not focused on real problems.
2019-11-06,"Xpring, Ripple’s investment arm and tech incubator, has made an investment into smart contract platform Flare Networks.",[0.4337217  0.00716796 0.5591103 ],neutral,0.42655373,Ripple’s Xpring Invests in New Smart Contract Platform,[0.22361666 0.00747825 0.7689051 ],neutral,0.21613841,"Ripple’s Xpring Invests in New Smart Contract Platform. Xpring, Ripple’s investment arm and tech incubator, has made an investment into smart contract platform Flare Networks."
2019-11-05,"Business-to-business cross-border payments carried out on a blockchain will exceed $4.4 trillion by 2024, after reaching $171 billion this year, says Juniper Research.",[0.7942242  0.0173296  0.18844612],positive,0.7768946,Global Blockchain B2B Volume Expected to Hit $4.4 Trillion by 2024,[0.78656656 0.01023452 0.20319891],positive,0.776332,"Global Blockchain B2B Volume Expected to Hit $4.4 Trillion by 2024. Business-to-business cross-border payments carried out on a blockchain will exceed $4.4 trillion by 2024, after reaching $171 billion this year, says Juniper Research."
2019-11-03,From Cointelegraph Japan: This week’s selected cryptocurrency and blockchain news from Japan.,[0.06472564 0.01694158 0.91833276],neutral,0.047784064,Crypto News From Japan: Oct. 27–Nov. 2,[0.0267447  0.07027555 0.9029798 ],neutral,-0.043530844,Crypto News From Japan: Oct. 27–Nov. 2. From Cointelegraph Japan: This week’s selected cryptocurrency and blockchain news from Japan.
2019-11-02,"Most of the top 20 cryptocurrencies are reporting moderate gains on the day, as Bitcoin breaks the $9,300 mark again.",[0.9350945  0.03209537 0.03281022],positive,0.9029991,"Bitcoin Price Breaks $9,300 as Alts See Moderate Gains",[0.714484   0.17311129 0.11240471],positive,0.54137266,"Bitcoin Price Breaks $9,300 as Alts See Moderate Gains. Most of the top 20 cryptocurrencies are reporting moderate gains on the day, as Bitcoin breaks the $9,300 mark again."
2019-11-02,The crypto market has pulled back but traders might view the current dip as a buying opportunity as long as critical support levels are not violated.,[0.609481   0.33169326 0.05882574],positive,0.27778772,"Price Analysis 01/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.02939614 0.01931119 0.95129263],neutral,0.010084957,"Price Analysis 01/11: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. The crypto market has pulled back but traders might view the current dip as a buying opportunity as long as critical support levels are not violated."
2019-11-01,"SBI Securities’ trading revenue surged 19% in 2019 due to the inclusion of SBI VC Trade crypto affiliate in July, SBI Holdings says.",[0.9549754  0.01816964 0.02685493],positive,0.9368058,SBI’s Crypto-Focused Venture Capital Arm Sees Major Turnaround On Year,[0.94679636 0.01498447 0.03821921],positive,0.93181187,"SBI’s Crypto-Focused Venture Capital Arm Sees Major Turnaround On Year. SBI Securities’ trading revenue surged 19% in 2019 due to the inclusion of SBI VC Trade crypto affiliate in July, SBI Holdings says."
2019-10-31,Many cryptocurrencies are in a pullback which may be viewed as a buying opportunity. What are the critical levels to watch out for?,[0.03171687 0.3384631  0.62982005],neutral,-0.30674624,"Price Analysis 30/10: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, TRX, XLM",[0.02933976 0.0199438  0.9507164 ],neutral,0.009395959,"Price Analysis 30/10: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, TRX, XLM. Many cryptocurrencies are in a pullback which may be viewed as a buying opportunity. What are the critical levels to watch out for?"
2019-10-30,"Cryptocurrency markets are experiencing mixed signals today, with major coins reporting minor gains and losses.",[0.0294702  0.9552888  0.01524094],negative,-0.9258186,"Some Top-20 Coins Still Making Gains, Others Trade Sideways",[0.59388894 0.26224425 0.14386682],positive,0.33164468,"Some Top-20 Coins Still Making Gains, Others Trade Sideways. Cryptocurrency markets are experiencing mixed signals today, with major coins reporting minor gains and losses."
2019-10-29,"After last week’s volatility, traders could be anticipating that the crypto market will consolidate the gains before starting next move up.",[0.6018324  0.07090017 0.32726744],positive,0.5309322,"Price Analysis 28/10: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, TRX, XLM",[0.03035214 0.01939662 0.9502512 ],neutral,0.010955526,"Price Analysis 28/10: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, TRX, XLM. After last week’s volatility, traders could be anticipating that the crypto market will consolidate the gains before starting next move up."
2019-10-27,"With over a decade of blockchain, the scene has become a fierce battle of protocols in this game of nodes. Who deserves the digital throne?",[0.04002216 0.12898594 0.83099186],neutral,-0.08896378,Game of Nodes — Who Will Win the Digital Throne?,[0.03631077 0.07207712 0.8916121 ],neutral,-0.035766352,"Game of Nodes — Who Will Win the Digital Throne?. With over a decade of blockchain, the scene has become a fierce battle of protocols in this game of nodes. Who deserves the digital throne?"
2019-10-26,Bitcoin managed a sharp turnaround just a day after 10% price dump. Does this increase the possibility of a bottom formation?,[0.5854059  0.15667583 0.2579182 ],positive,0.42873007,"Price Analysis 25/10: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.03248739 0.01784859 0.949664  ],neutral,0.0146388,"Price Analysis 25/10: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. Bitcoin managed a sharp turnaround just a day after 10% price dump. Does this increase the possibility of a bottom formation?"
2019-10-26,"Following Bitcoin’s sudden jump earlier in the day, altcoin markets have also entered the green zone, with some of the major cryptocurrency markets registering solid growth.",[0.950083   0.02076033 0.0291567 ],positive,0.92932266,"Altcoins React on BTC’s Sudden Surge, Some Major Coins Post Double-Digit Gains",[0.15263557 0.7471028  0.10026158],negative,-0.5944672,"Altcoins React on BTC’s Sudden Surge, Some Major Coins Post Double-Digit Gains. Following Bitcoin’s sudden jump earlier in the day, altcoin markets have also entered the green zone, with some of the major cryptocurrency markets registering solid growth."
2019-10-25,"Crypto markets made a mild comeback today, although Bitcoin maintains its bearish trend after yesterday’s major losses.",[0.6829834  0.27247477 0.0445419 ],positive,0.41050863,"Crypto Markets Show Slight Growth, BTC Continues Sitting in Red",[0.89325476 0.02187778 0.08486743],positive,0.871377,"Crypto Markets Show Slight Growth, BTC Continues Sitting in Red. Crypto markets made a mild comeback today, although Bitcoin maintains its bearish trend after yesterday’s major losses."
2019-10-24,The country that tried to ban Bitcoin in 2013 is now home to some of the world’s most permissive ICO regulations.,[0.05209996 0.21183152 0.73606855],neutral,-0.15973157,Thailand Pushes Permissive Regulations as First Legal ICO Is Launched,[0.11902723 0.01769502 0.86327773],neutral,0.1013322,Thailand Pushes Permissive Regulations as First Legal ICO Is Launched. The country that tried to ban Bitcoin in 2013 is now home to some of the world’s most permissive ICO regulations.
2019-10-24,The crypto space is deep in the red. Is this a bear trap or the start of a new downtrend? Let’s analyze the charts.,[0.03469488 0.174978   0.79032713],neutral,-0.14028312,"Price Analysis 23/10: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.03100721 0.01861845 0.9503743 ],neutral,0.012388764,"Price Analysis 23/10: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. The crypto space is deep in the red. Is this a bear trap or the start of a new downtrend? Let’s analyze the charts."
2019-10-23,San Francisco-based blockchain startup Ripple has announced four new appointments to its global regulatory team.,[0.07525822 0.06197751 0.8627643 ],neutral,0.013280705,"Ripple Adds Four Members to Regulatory Team, Joins Blockchain Association",[0.08686855 0.0259151  0.8872164 ],neutral,0.060953453,"Ripple Adds Four Members to Regulatory Team, Joins Blockchain Association. San Francisco-based blockchain startup Ripple has announced four new appointments to its global regulatory team."
2019-10-22,"After turning green earlier in the day, cryptocurrency markets have been trading sideways, with Bitcoin continuing trading around $8,200.",[0.02914222 0.94281775 0.02804008],negative,-0.91367555,"Top-20 Coins Trade Sideways, Bitcoin Trades Around $8,200",[0.10902369 0.08006329 0.810913  ],neutral,0.0289604,"Top-20 Coins Trade Sideways, Bitcoin Trades Around $8,200. After turning green earlier in the day, cryptocurrency markets have been trading sideways, with Bitcoin continuing trading around $8,200."
2019-10-22,"Several major cryptocurrencies are showing signs of a possible trend reversal. If the bounce sustains, many could become optimal buying opportunities.",[0.61699766 0.2963108  0.08669154],positive,0.32068685,"Price Analysis 21/10: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX",[0.03133756 0.01843186 0.9502306 ],neutral,0.012905698,"Price Analysis 21/10: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, XLM, TRX. Several major cryptocurrencies are showing signs of a possible trend reversal. If the bounce sustains, many could become optimal buying opportunities."
